"measurement_id","location_id","pm25","pm10","no2","co","so2","o3","recorded_at","AQI"
"230","225629","14.4","30","12.3152","624.835","0","57.8188","2024-10-26 16:00:00","24"
"231","225567","17.3","46","22.5779","374.901","2.8582","36.4045","2024-10-26 16:01:01","31"
"232","228544","22.4","32","4.1051","499.868","2.8582","79.2332","2024-10-26 16:02:02","44"
"233","353740","30.2","41","14.3677","374.901","2.8582","77.0918","2024-10-26 16:03:03","71"
"234","228627","7.3","14","2.0525","124.967","0","57.8188","2024-10-26 16:04:04","12"
"235","354124","11.4","25","2.0525","249.934","0","68.526","2024-10-26 16:05:05","19"
"236","225629","14.4","30","16.4203","624.835","0","79.2332","2024-10-26 17:00:00","24"
"237","225567","17.3","46","22.5779","374.901","2.8582","36.4045","2024-10-26 17:01:01","31"
"238","228544","22.2","32","8.2101","499.868","2.8582","85.6575","2024-10-26 17:02:02","43"
"239","353740","30.2","41","14.3677","374.901","2.8582","77.0918","2024-10-26 17:03:03","71"
"240","228627","7.3","14","2.0525","124.967","0","57.8188","2024-10-26 17:04:03","12"
"241","354124","11.4","25","2.0525","249.934","0","68.526","2024-10-26 17:05:04","19"
"242","225629","14.4","30","16.4203","624.835","0","87.799","2024-10-26 18:00:00","24"
"243","225567","16.6","46","36.9456","374.901","2.8582","44.9702","2024-10-26 18:01:01","30"
"244","228544","22","31","14.3677","499.868","2.8582","87.799","2024-10-26 18:02:02","43"
"245","353740","30.6","41","18.4728","374.901","2.8582","83.5161","2024-10-26 18:03:03","73"
"246","228627","7.2","14","2.0525","124.967","2.8582","64.2432","2024-10-26 18:04:04","12"
"247","354124","10.8","23","2.0525","249.934","0","122.062","2024-10-26 18:05:04","18"
"248","225629","14.5","30","26.6829","624.835","0","94.2233","2024-10-26 19:00:00","24"
"249","225567","16.6","46","36.9456","374.901","2.8582","44.9702","2024-10-26 19:01:01","30"
"250","228544","22","31","14.3677","499.868","2.8582","87.799","2024-10-26 19:02:02","43"
"251","353740","30.6","41","18.4728","374.901","2.8582","83.5161","2024-10-26 19:03:03","73"
"252","228627","7.2","14","2.0525","124.967","2.8582","64.2432","2024-10-26 19:04:04","12"
"253","354124","10.8","23","2.0525","249.934","0","122.062","2024-10-26 19:05:04","18"
"254","225567","16.6","46","36.9456","374.901","2.8582","44.9702","2024-10-26 19:15:19","30"
"255","228544","22","31","14.3677","499.868","2.8582","87.799","2024-10-26 19:16:19","43"
"256","353740","30.6","41","18.4728","374.901","2.8582","83.5161","2024-10-26 19:17:19","73"
"257","228627","7.2","14","2.0525","124.967","2.8582","64.2432","2024-10-26 19:18:19","12"
"258","354124","10.8","23","2.0525","249.934","0","122.062","2024-10-26 19:19:19","18"
"259","225629","14.4","30","38.9981","624.835","0","94.2233","2024-10-26 20:00:00","24"
"260","225567","16.7","47","26.6829","374.901","2.8582","44.9702","2024-10-26 20:01:01","30"
"261","228544","21.9","31","36.9456","499.868","2.8582","77.0918","2024-10-26 20:02:02","42"
"262","353740","30.7","42","26.6829","374.901","2.8582","83.5161","2024-10-26 20:03:05","73"
"263","228627","7.2","14","20.5253","124.967","0","59.9603","2024-10-26 20:04:05","12"
"264","354124","10.6","23","30.788","249.934","0","154.184","2024-10-26 20:05:06","18"
"265","225629","14.3","30","55.4184","624.835","0","87.799","2024-10-26 21:00:01","24"
"266","225567","16.7","47","26.6829","374.901","2.8582","44.9702","2024-10-26 21:01:01","30"
"267","228544","21.9","31","36.9456","499.868","2.8582","77.0918","2024-10-26 21:02:02","42"
"268","353740","30.7","42","26.6829","374.901","2.8582","83.5161","2024-10-26 21:03:03","73"
"269","228627","7.2","14","20.5253","124.967","0","59.9603","2024-10-26 21:04:04","12"
"270","354124","10.6","23","30.788","249.934","0","154.184","2024-10-26 21:05:05","18"
"271","225629","13.9","30","63.6286","749.802","0","74.9503","2024-10-26 22:00:00","23"
"272","225567","15.8","46","36.9456","374.901","2.8582","34.263","2024-10-26 22:01:01","28"
"273","228544","22.7","33","24.6304","624.835","2.8582","55.6774","2024-10-26 22:02:02","44"
"274","353740","29.9","40","18.4728","374.901","2.8582","70.6675","2024-10-26 22:03:03","70"
"275","228627","7.2","14","20.5253","249.934","0","55.6774","2024-10-26 22:04:04","12"
"276","354124","10.3","22","24.6304","249.934","0","173.456","2024-10-26 22:05:05","17"
"277","225567","15.8","46","36.9456","374.901","2.8582","34.263","2024-10-26 22:15:11","28"
"278","228544","22.7","33","24.6304","624.835","2.8582","55.6774","2024-10-26 22:16:11","44"
"279","353740","29.9","40","18.4728","374.901","2.8582","70.6675","2024-10-26 22:17:11","70"
"280","228627","7.2","14","20.5253","249.934","0","55.6774","2024-10-26 22:18:12","12"
"281","354124","10.3","22","24.6304","249.934","0","173.456","2024-10-26 22:19:12","17"
"282","225629","13.7","30","67.7336","749.802","0","62.1017","2024-10-26 23:00:00","23"
"283","225567","16.1","47","26.6829","124.967","2.8582","32.1216","2024-10-26 23:01:01","28"
"284","228544","22.8","33","24.6304","624.835","2.8582","49.2531","2024-10-26 23:02:02","45"
"285","353740","29","39","16.4203","374.901","2.8582","62.1017","2024-10-26 23:03:03","66"
"286","228627","7.3","14","14.3677","249.934","0","51.3945","2024-10-26 23:04:04","12"
"287","354124","10","22","16.4203","249.934","0","171.315","2024-10-26 23:05:05","17"
"288","225629","13.4","29","71.8387","874.769","0","47.1116","2024-10-27 00:00:01","22"
"289","225567","16.1","47","26.6829","124.967","2.8582","32.1216","2024-10-27 00:01:02","28"
"290","228544","22.8","33","24.6304","624.835","2.8582","49.2531","2024-10-27 00:02:03","45"
"291","353740","29","39","16.4203","374.901","2.8582","62.1017","2024-10-27 00:03:03","66"
"292","228627","7.3","14","14.3677","249.934","0","51.3945","2024-10-27 00:04:04","12"
"293","354124","10","22","16.4203","249.934","0","171.315","2024-10-27 00:05:05","17"
"294","225629","13.3","29","67.7336","999.736","0","34.263","2024-10-27 01:00:00","22"
"295","225567","16.1","47","26.6829","124.967","2.8582","32.1216","2024-10-27 01:01:01","28"
"296","228544","22.8","33","24.6304","624.835","2.8582","49.2531","2024-10-27 01:02:02","45"
"297","353740","29","39","16.4203","374.901","2.8582","62.1017","2024-10-27 01:03:03","66"
"298","228627","7.3","14","14.3677","249.934","0","51.3945","2024-10-27 01:04:04","12"
"299","354124","10","22","16.4203","249.934","0","171.315","2024-10-27 01:05:04","17"
"300","225629","13.2","30","41.0507","874.769","0","21.4144","2024-10-27 02:00:00","22"
"301","225567","16.1","47","26.6829","124.967","2.8582","32.1216","2024-10-27 02:01:01","28"
"302","228544","22.8","33","24.6304","624.835","2.8582","49.2531","2024-10-27 02:02:02","45"
"303","353740","29","39","16.4203","374.901","2.8582","62.1017","2024-10-27 02:03:03","66"
"304","228627","7.3","14","14.3677","249.934","0","51.3945","2024-10-27 02:04:04","12"
"305","354124","10","22","16.4203","249.934","0","171.315","2024-10-27 02:05:05","17"
"306","225629","12.6","29","20.5253","874.769","2.8582","21.4144","2024-10-27 03:00:01","21"
"307","225567","16.1","47","26.6829","124.967","2.8582","32.1216","2024-10-27 03:01:11","28"
"308","228544","22.8","33","24.6304","624.835","2.8582","49.2531","2024-10-27 03:02:12","45"
"309","353740","29","39","16.4203","374.901","2.8582","62.1017","2024-10-27 03:03:13","66"
"310","228627","7.3","14","14.3677","249.934","0","51.3945","2024-10-27 03:04:14","12"
"311","354124","10","22","16.4203","249.934","0","171.315","2024-10-27 03:05:15","17"
"312","225629","12.6","29","20.5253","874.769","2.8582","21.4144","2024-10-27 04:00:00","21"
"313","225567","16.1","47","26.6829","124.967","2.8582","32.1216","2024-10-27 04:01:02","28"
"314","228544","22.8","33","24.6304","624.835","2.8582","49.2531","2024-10-27 04:02:03","45"
"315","353740","29","39","16.4203","374.901","2.8582","62.1017","2024-10-27 04:03:03","66"
"316","228627","7.3","14","14.3677","249.934","0","51.3945","2024-10-27 04:04:04","12"
"317","354124","10","22","16.4203","249.934","0","171.315","2024-10-27 04:05:05","17"
"318","225629","11.4","27","12.3152","749.802","2.8582","12.8486","2024-10-27 05:00:00","19"
"319","225567","16","47","14.3677","124.967","0","14.9901","2024-10-27 05:01:01","28"
"320","228544","21.6","32","4.1051","624.835","2.8582","25.6973","2024-10-27 05:02:02","42"
"321","353740","22.5","32","6.1576","249.934","2.8582","38.5459","2024-10-27 05:03:03","44"
"322","228627","6.9","14","6.1576","249.934","0","34.263","2024-10-27 05:04:03","12"
"323","354124","8.2","18","8.2101","249.934","0","107.072","2024-10-27 05:05:05","14"
"324","225629","11.1","27","12.3152","624.835","2.8582","12.8486","2024-10-27 06:00:00","19"
"325","225567","16.2","48","12.3152","124.967","0","14.9901","2024-10-27 06:01:02","29"
"326","228544","21.4","32","4.1051","499.868","2.8582","27.8387","2024-10-27 06:02:04","41"
"327","353740","21.4","31","4.1051","249.934","2.8582","38.5459","2024-10-27 06:03:05","41"
"328","228627","7.4","14","6.1576","249.934","0","34.263","2024-10-27 06:04:07","12"
"329","354124","8.1","18","8.2101","249.934","0","102.789","2024-10-27 06:05:12","14"
"330","225629","11","27","14.3677","499.868","2.8582","14.9901","2024-10-27 07:00:00","18"
"331","225567","16.4","48","16.4203","124.967","0","12.8486","2024-10-27 07:01:01","29"
"332","228544","21.3","32","6.1576","499.868","2.8582","27.8387","2024-10-27 07:02:02","41"
"333","353740","20.4","29","10.2627","249.934","2.8582","38.5459","2024-10-27 07:03:03","39"
"334","228627","7.4","14","6.1576","249.934","0","34.263","2024-10-27 07:04:04","12"
"335","354124","8","17","10.2627","124.967","0","98.5062","2024-10-27 07:05:05","13"
"336","225567","16.4","48","16.4203","124.967","0","12.8486","2024-10-27 07:15:11","29"
"337","228544","21.3","32","6.1576","499.868","2.8582","27.8387","2024-10-27 07:16:11","41"
"338","353740","20.4","29","10.2627","249.934","2.8582","38.5459","2024-10-27 07:17:12","39"
"339","228627","7.4","14","6.1576","249.934","0","34.263","2024-10-27 07:18:12","12"
"340","354124","8","17","10.2627","124.967","0","98.5062","2024-10-27 07:19:12","13"
"341","225629","10.9","27","18.4728","499.868","2.8582","14.9901","2024-10-27 08:00:00","18"
"342","225567","16.3","48","16.4203","124.967","0","10.7072","2024-10-27 08:01:01","29"
"343","228544","21.3","32","6.1576","499.868","2.8582","27.8387","2024-10-27 08:02:02","41"
"344","353740","19.3","28","30.788","249.934","2.8582","36.4045","2024-10-27 08:03:03","36"
"345","228627","7.5","14","4.1051","249.934","0","36.4045","2024-10-27 08:04:04","12"
"346","354124","8","17","10.2627","124.967","0","98.5062","2024-10-27 08:05:04","13"
"347","225629","10.8","27","20.5253","374.901","2.8582","17.1315","2024-10-27 09:00:00","18"
"348","225567","16.3","48","14.3677","124.967","0","8.5658","2024-10-27 09:01:01","29"
"349","228544","21","31","8.2101","499.868","2.8582","29.9801","2024-10-27 09:02:02","40"
"350","353740","18.1","27","22.5779","249.934","2.8582","36.4045","2024-10-27 09:03:03","33"
"351","228627","7.5","14","6.1576","249.934","0","38.5459","2024-10-27 09:04:03","12"
"352","354124","7.9","17","10.2627","124.967","0","96.3647","2024-10-27 09:05:04","13"
"353","225629","10.9","27","26.6829","374.901","2.8582","21.4144","2024-10-27 10:00:00","18"
"354","225567","16.2","47","12.3152","124.967","2.8582","8.5658","2024-10-27 10:01:01","29"
"355","228544","20.8","31","6.1576","499.868","2.8582","34.263","2024-10-27 10:02:02","40"
"356","353740","16.7","26","8.2101","374.901","2.8582","36.4045","2024-10-27 10:03:03","30"
"357","228627","7.4","14","6.1576","249.934","0","38.5459","2024-10-27 10:04:04","12"
"358","354124","7.9","17","14.3677","124.967","0","98.5062","2024-10-27 10:05:04","13"
"359","225629","11.1","27","30.788","374.901","2.8582","23.5558","2024-10-27 11:00:01","19"
"360","225567","15.7","46","22.5779","124.967","2.8582","12.8486","2024-10-27 11:01:01","27"
"361","228544","20.7","31","8.2101","499.868","2.8582","36.4045","2024-10-27 11:02:02","40"
"362","353740","15.3","24","6.1576","374.901","2.8582","36.4045","2024-10-27 11:03:03","26"
"363","228627","7.4","14","2.0525","124.967","0","40.6873","2024-10-27 11:04:04","12"
"364","354124","7.8","17","14.3677","249.934","0","102.789","2024-10-27 11:05:05","13"
"365","225567","15.7","46","22.5779","124.967","2.8582","12.8486","2024-10-27 11:15:11","27"
"366","228544","20.7","31","8.2101","499.868","2.8582","36.4045","2024-10-27 11:16:11","40"
"367","353740","15.3","24","6.1576","374.901","2.8582","36.4045","2024-10-27 11:17:11","26"
"368","228627","7.4","14","2.0525","124.967","0","40.6873","2024-10-27 11:18:11","12"
"369","354124","7.8","17","14.3677","249.934","0","102.789","2024-10-27 11:19:11","13"
"370","225629","11.2","27","20.5253","374.901","2.8582","29.9801","2024-10-27 12:00:00","19"
"371","225567","15.2","45","28.7355","124.967","2.8582","17.1315","2024-10-27 12:01:01","26"
"372","228544","20.6","31","6.1576","499.868","2.8582","38.5459","2024-10-27 12:02:02","39"
"373","353740","14.4","23","6.1576","374.901","2.8582","38.5459","2024-10-27 12:03:03","24"
"374","228627","7.3","14","2.0525","124.967","0","42.8288","2024-10-27 12:04:04","12"
"375","354124","7.8","17","16.4203","249.934","0","104.93","2024-10-27 12:05:05","13"
"376","225567","15.2","45","28.7355","124.967","2.8582","17.1315","2024-10-27 12:15:11","26"
"377","228544","20.6","31","6.1576","499.868","2.8582","38.5459","2024-10-27 12:16:11","39"
"378","353740","14.4","23","6.1576","374.901","2.8582","38.5459","2024-10-27 12:17:11","24"
"379","228627","7.3","14","2.0525","124.967","0","42.8288","2024-10-27 12:18:11","12"
"380","354124","7.8","17","16.4203","249.934","0","104.93","2024-10-27 12:19:11","13"
"381","225629","11.2","27","12.3152","374.901","2.8582","36.4045","2024-10-27 13:00:00","19"
"382","225567","14.9","45","30.788","124.967","2.8582","21.4144","2024-10-27 13:01:01","25"
"383","228544","20.5","31","4.1051","499.868","2.8582","42.8288","2024-10-27 13:02:02","39"
"384","353740","13.8","23","10.2627","374.901","2.8582","40.6873","2024-10-27 13:03:03","23"
"385","228627","7.5","15","4.1051","124.967","0","44.9702","2024-10-27 13:04:04","12"
"386","354124","7.7","17","18.4728","249.934","0","107.072","2024-10-27 13:05:04","13"
"387","225567","14.9","45","30.788","124.967","2.8582","21.4144","2024-10-27 13:15:11","25"
"388","228544","20.5","31","4.1051","499.868","2.8582","42.8288","2024-10-27 13:16:11","39"
"389","353740","13.8","23","10.2627","374.901","2.8582","40.6873","2024-10-27 13:17:11","23"
"390","228627","7.5","15","4.1051","124.967","0","44.9702","2024-10-27 13:18:11","12"
"391","354124","7.7","17","18.4728","249.934","0","107.072","2024-10-27 13:19:11","13"
"392","225629","11.2","27","10.2627","374.901","2.8582","47.1116","2024-10-27 14:00:00","19"
"393","225567","14.8","45","28.7355","124.967","2.8582","27.8387","2024-10-27 14:01:01","25"
"394","228544","20.6","31","6.1576","499.868","2.8582","44.9702","2024-10-27 14:02:02","39"
"395","353740","13.8","23","10.2627","374.901","2.8582","40.6873","2024-10-27 14:03:03","23"
"396","228627","7.6","15","4.1051","124.967","0","47.1116","2024-10-27 14:04:03","13"
"397","354124","7.7","17","18.4728","249.934","0","109.213","2024-10-27 14:05:04","13"
"398","225629","11.3","27","12.3152","374.901","2.8582","55.6774","2024-10-27 15:00:00","19"
"399","225567","15.2","45","20.5253","124.967","2.8582","34.263","2024-10-27 15:01:01","26"
"400","228544","20.7","32","6.1576","499.868","2.8582","49.2531","2024-10-27 15:02:02","40"
"401","353740","13.8","23","10.2627","374.901","2.8582","40.6873","2024-10-27 15:03:03","23"
"402","228627","7.6","14","4.1051","124.967","0","49.2531","2024-10-27 15:04:04","13"
"403","354124","7.8","17","18.4728","249.934","0","111.355","2024-10-27 15:05:04","13"
"404","225629","11.3","27","14.3677","374.901","2.8582","62.1017","2024-10-27 16:00:01","19"
"405","225567","15.2","45","32.8405","124.967","2.8582","44.9702","2024-10-27 16:01:01","26"
"406","228544","20.8","32","8.2101","499.868","2.8582","53.536","2024-10-27 16:02:02","40"
"407","353740","13.8","23","10.2627","374.901","2.8582","40.6873","2024-10-27 16:03:03","23"
"408","228627","7.6","14","4.1051","124.967","0","49.2531","2024-10-27 16:04:04","13"
"409","354124","7.8","17","22.5779","249.934","0","111.355","2024-10-27 16:05:05","13"
"410","225629","11","26","14.3677","374.901","2.8582","68.526","2024-10-27 17:00:01","18"
"411","225567","15.2","45","32.8405","124.967","2.8582","44.9702","2024-10-27 17:01:01","26"
"412","228544","20.8","32","8.2101","499.868","2.8582","53.536","2024-10-27 17:02:02","40"
"413","353740","12.5","21","16.4203","374.901","2.8582","55.6774","2024-10-27 17:03:03","21"
"414","228627","7.6","14","4.1051","124.967","0","49.2531","2024-10-27 17:04:04","13"
"415","354124","7.8","17","22.5779","249.934","0","111.355","2024-10-27 17:05:05","13"
"416","225629","10.9","26","28.7355","374.901","2.8582","74.9503","2024-10-27 18:00:00","18"
"417","225567","16.1","45","47.2083","124.967","2.8582","51.3945","2024-10-27 18:01:01","28"
"418","228544","21.4","33","12.3152","499.868","2.8582","51.3945","2024-10-27 18:02:02","41"
"419","353740","11.8","21","16.4203","374.901","2.8582","59.9603","2024-10-27 18:03:03","20"
"420","228627","7.7","15","4.1051","124.967","0","53.536","2024-10-27 18:04:04","13"
"421","354124","7.9","17","4.1051","249.934","0","115.638","2024-10-27 18:05:04","13"
"422","225629","10.7","27","26.6829","374.901","2.8582","72.8089","2024-10-27 19:00:01","18"
"423","225567","16.1","45","47.2083","124.967","2.8582","51.3945","2024-10-27 19:01:01","28"
"424","228544","21.4","33","12.3152","499.868","2.8582","51.3945","2024-10-27 19:02:02","41"
"425","353740","11.8","21","16.4203","374.901","2.8582","59.9603","2024-10-27 19:03:03","20"
"426","228627","7.7","15","4.1051","124.967","0","53.536","2024-10-27 19:04:04","13"
"427","354124","7.9","17","4.1051","249.934","0","115.638","2024-10-27 19:05:05","13"
"428","225629","10.6","26","38.9981","374.901","2.8582","68.526","2024-10-27 20:00:00","18"
"429","225567","16.4","45","28.7355","124.967","2.8582","55.6774","2024-10-27 20:01:01","29"
"430","228544","21.5","32","20.5253","499.868","2.8582","44.9702","2024-10-27 20:02:02","42"
"431","353740","11.3","20","20.5253","374.901","2.8582","59.9603","2024-10-27 20:03:03","19"
"432","228627","7.7","15","8.2101","124.967","0","51.3945","2024-10-27 20:04:04","13"
"433","354124","7.7","17","43.1032","374.901","0","134.911","2024-10-27 20:05:05","13"
"434","225629","10.4","26","38.9981","499.868","2.8582","57.8188","2024-10-27 21:00:01","17"
"435","225567","16.7","45","41.0507","124.967","2.8582","53.536","2024-10-27 21:01:01","30"
"436","228544","20.9","31","16.4203","499.868","2.8582","40.6873","2024-10-27 21:02:02","40"
"437","353740","11.3","20","20.5253","374.901","2.8582","55.6774","2024-10-27 21:03:03","19"
"438","228627","7.6","15","12.3152","124.967","0","49.2531","2024-10-27 21:04:04","13"
"439","354124","7.7","17","38.9981","374.901","0","145.618","2024-10-27 21:05:05","13"
"440","225629","10.5","25","20.5253","499.868","2.8582","49.2531","2024-10-27 22:00:00","17"
"441","225567","17.2","46","51.3134","124.967","2.8582","49.2531","2024-10-27 22:01:01","31"
"442","228544","20","29","14.3677","499.868","2.8582","36.4045","2024-10-27 22:02:02","38"
"443","353740","11.4","21","20.5253","374.901","2.8582","49.2531","2024-10-27 22:03:03","19"
"444","228627","7.8","15","8.2101","124.967","0","47.1116","2024-10-27 22:04:04","13"
"445","354124","7.8","17","34.8931","374.901","0","154.184","2024-10-27 22:05:05","13"
"446","225629","10.1","24","18.4728","499.868","2.8582","40.6873","2024-10-27 23:00:00","17"
"447","225567","17.6","47","43.1032","124.967","2.8582","42.8288","2024-10-27 23:01:01","32"
"448","228544","19","28","12.3152","499.868","2.8582","32.1216","2024-10-27 23:02:02","35"
"449","353740","11.6","21","28.7355","374.901","2.8582","42.8288","2024-10-27 23:03:03","19"
"450","228627","7.8","15","10.2627","124.967","0","44.9702","2024-10-27 23:04:04","13"
"451","354124","7.9","17","24.6304","499.868","0","162.749","2024-10-27 23:05:05","13"
"452","225629","9.5","23","16.4203","499.868","2.8582","32.1216","2024-10-28 00:00:01","16"
"453","225567","17.6","47","43.1032","124.967","2.8582","42.8288","2024-10-28 00:01:02","32"
"454","228544","19","28","12.3152","499.868","2.8582","32.1216","2024-10-28 00:02:03","35"
"455","353740","11.6","21","28.7355","374.901","2.8582","42.8288","2024-10-28 00:03:04","19"
"456","228627","7.8","15","10.2627","124.967","0","44.9702","2024-10-28 00:04:05","13"
"457","354124","7.9","17","24.6304","499.868","0","162.749","2024-10-28 00:05:06","13"
