"measurement_id","location_id","pm25","pm10","no2","co","so2","o3","recorded_at","AQI"
"458","225629","8.8","22","14.3677","499.868","2.8582","23.5558","2024-10-28 01:00:00","15"
"459","225567","17.6","47","43.1032","124.967","2.8582","42.8288","2024-10-28 01:01:01","32"
"460","228544","19","28","12.3152","499.868","2.8582","32.1216","2024-10-28 01:02:02","35"
"461","353740","11.6","21","28.7355","374.901","2.8582","42.8288","2024-10-28 01:03:03","19"
"462","228627","7.8","15","10.2627","124.967","0","44.9702","2024-10-28 01:04:04","13"
"463","354124","7.9","17","24.6304","499.868","0","162.749","2024-10-28 01:05:05","13"
"464","225629","8","20","16.4203","499.868","2.8582","23.5558","2024-10-28 02:00:00","13"
"465","225567","17.6","47","43.1032","124.967","2.8582","42.8288","2024-10-28 02:01:01","32"
"466","228544","19","28","12.3152","499.868","2.8582","32.1216","2024-10-28 02:02:02","35"
"467","353740","11.6","21","28.7355","374.901","2.8582","42.8288","2024-10-28 02:03:03","19"
"468","228627","7.8","15","10.2627","124.967","0","44.9702","2024-10-28 02:04:04","13"
"469","354124","7.9","17","24.6304","499.868","0","162.749","2024-10-28 02:05:04","13"
"470","225629","7.6","20","14.3677","499.868","2.8582","21.4144","2024-10-28 03:00:00","13"
"471","225567","17.6","47","43.1032","124.967","2.8582","42.8288","2024-10-28 03:01:01","32"
"472","228544","19","28","12.3152","499.868","2.8582","32.1216","2024-10-28 03:02:02","35"
"473","353740","11.6","21","28.7355","374.901","2.8582","42.8288","2024-10-28 03:03:03","19"
"474","228627","7.8","15","10.2627","124.967","0","44.9702","2024-10-28 03:04:04","13"
"475","354124","7.9","17","24.6304","499.868","0","162.749","2024-10-28 03:05:05","13"
"476","225629","7.6","20","14.3677","499.868","2.8582","21.4144","2024-10-28 04:00:01","13"
"477","225567","17.6","47","43.1032","124.967","2.8582","42.8288","2024-10-28 04:01:01","32"
"478","228544","19","28","12.3152","499.868","2.8582","32.1216","2024-10-28 04:02:02","35"
"479","353740","11.6","21","28.7355","374.901","2.8582","42.8288","2024-10-28 04:03:03","19"
"480","228627","7.8","15","10.2627","124.967","0","44.9702","2024-10-28 04:04:04","13"
"481","354124","7.9","17","24.6304","499.868","0","162.749","2024-10-28 04:05:05","13"
"482","225629","7.3","19","18.4728","374.901","2.8582","21.4144","2024-10-28 05:00:00","12"
"483","225567","17.6","47","43.1032","124.967","2.8582","42.8288","2024-10-28 05:01:01","32"
"484","228544","19","28","12.3152","499.868","2.8582","32.1216","2024-10-28 05:02:02","35"
"485","353740","11.6","21","28.7355","374.901","2.8582","42.8288","2024-10-28 05:03:03","19"
"486","228627","7.8","15","10.2627","124.967","0","44.9702","2024-10-28 05:04:04","13"
"487","354124","7.9","17","24.6304","499.868","0","162.749","2024-10-28 05:05:04","13"
"488","225629","7.4","20","20.5253","374.901","2.8582","21.4144","2024-10-28 06:00:01","12"
"489","225567","21","53","18.4728","124.967","0","12.8486","2024-10-28 06:01:03","40"
"490","228544","14.4","21","2.0525","374.901","2.8582","42.8288","2024-10-28 06:02:04","24"
"491","353740","11.8","21","4.1051","374.901","0","34.263","2024-10-28 06:03:05","20"
"492","228627","7.6","15","4.1051","249.934","0","32.1216","2024-10-28 06:04:15","13"
"493","354124","8.2","18","16.4203","249.934","0","98.5062","2024-10-28 06:05:16","14"
"494","225629","7.8","20","22.5779","374.901","2.8582","21.4144","2024-10-28 07:00:01","13"
"495","225567","21.4","54","18.4728","124.967","0","10.7072","2024-10-28 07:01:02","41"
"496","228544","13.8","21","4.1051","374.901","2.8582","47.1116","2024-10-28 07:02:03","23"
"497","353740","11.8","21","6.1576","249.934","0","38.5459","2024-10-28 07:03:04","20"
"498","228627","7.6","15","6.1576","249.934","0","29.9801","2024-10-28 07:04:04","13"
"499","354124","8.4","18","20.5253","249.934","0","87.799","2024-10-28 07:05:05","14"
"500","225629","8","20","28.7355","499.868","2.8582","21.4144","2024-10-28 08:00:00","13"
"501","225567","22","55","22.5779","124.967","0","10.7072","2024-10-28 08:01:01","43"
"502","228544","13.2","20","8.2101","374.901","2.8582","47.1116","2024-10-28 08:02:02","22"
"503","353740","11.8","21","16.4203","249.934","0","40.6873","2024-10-28 08:03:03","20"
"504","228627","7.5","15","8.2101","249.934","0","29.9801","2024-10-28 08:04:04","12"
"505","354124","8.6","19","20.5253","249.934","0","85.6575","2024-10-28 08:05:04","14"
"506","225629","8.1","21","28.7355","499.868","2.8582","21.4144","2024-10-28 09:00:01","14"
"507","225567","22.6","57","22.5779","124.967","0","10.7072","2024-10-28 09:01:06","44"
"508","228544","12.7","19","8.2101","374.901","2.8582","49.2531","2024-10-28 09:02:07","21"
"509","353740","11.8","21","20.5253","249.934","0","42.8288","2024-10-28 09:03:08","20"
"510","228627","7.6","15","14.3677","249.934","0","29.9801","2024-10-28 09:04:09","13"
"511","354124","8.7","19","28.7355","374.901","0","83.5161","2024-10-28 09:05:09","14"
"512","225629","8.3","21","24.6304","499.868","2.8582","23.5558","2024-10-28 10:00:01","14"
"513","225567","23.1","60","38.9981","124.967","0","8.5658","2024-10-28 10:01:02","45"
"514","228544","12.1","18","12.3152","374.901","2.8582","49.2531","2024-10-28 10:02:03","20"
"515","353740","11.7","20","16.4203","249.934","0","42.8288","2024-10-28 10:03:04","19"
"516","228627","7.6","15","10.2627","249.934","2.8582","32.1216","2024-10-28 10:04:04","13"
"517","354124","8.9","19","28.7355","374.901","0","83.5161","2024-10-28 10:05:05","15"
"518","225629","8.4","21","24.6304","499.868","0","25.6973","2024-10-28 11:00:00","14"
"519","225567","24.1","61","38.9981","124.967","0","12.8486","2024-10-28 11:01:01","48"
"520","228544","11.5","17","10.2627","374.901","2.8582","49.2531","2024-10-28 11:02:02","19"
"521","353740","11.7","20","22.5779","249.934","0","42.8288","2024-10-28 11:03:03","19"
"522","228627","7.5","14","4.1051","249.934","2.8582","34.263","2024-10-28 11:04:04","12"
"523","354124","9.1","20","24.6304","374.901","0","85.6575","2024-10-28 11:05:05","15"
"524","225629","8.3","21","22.5779","499.868","2.8582","32.1216","2024-10-28 12:00:00","14"
"525","225567","24.7","61","43.1032","124.967","0","17.1315","2024-10-28 12:01:01","49"
"526","228544","10.9","17","8.2101","499.868","2.8582","51.3945","2024-10-28 12:02:02","18"
"527","353740","11.7","20","14.3677","249.934","2.8582","44.9702","2024-10-28 12:03:04","19"
"528","228627","7.4","14","2.0525","249.934","2.8582","38.5459","2024-10-28 12:04:05","12"
"529","354124","9","20","22.5779","374.901","0","92.0819","2024-10-28 12:05:05","15"
"530","225629","8.2","21","24.6304","499.868","2.8582","40.6873","2024-10-28 13:00:05","14"
"531","225567","25.1","62","45.1558","124.967","2.8582","25.6973","2024-10-28 13:01:06","51"
"532","228544","10.3","16","8.2101","499.868","2.8582","51.3945","2024-10-28 13:02:07","17"
"533","353740","11.8","20","14.3677","374.901","2.8582","44.9702","2024-10-28 13:03:13","20"
"534","228627","7.3","14","4.1051","249.934","2.8582","40.6873","2024-10-28 13:04:14","12"
"535","354124","9.1","20","36.9456","499.868","0","98.5062","2024-10-28 13:05:15","15"
"536","225629","8.3","21","22.5779","499.868","2.8582","51.3945","2024-10-28 14:00:00","14"
"537","225567","25.5","62","38.9981","499.868","2.8582","36.4045","2024-10-28 14:01:01","53"
"538","228544","9.6","15","8.2101","499.868","2.8582","53.536","2024-10-28 14:02:02","16"
"539","353740","11.8","19","16.4203","374.901","2.8582","47.1116","2024-10-28 14:03:03","20"
"540","228627","7.2","14","6.1576","249.934","0","42.8288","2024-10-28 14:04:04","12"
"541","354124","9.4","20","28.7355","499.868","0","109.213","2024-10-28 14:05:04","16"
"542","225567","25.5","62","38.9981","499.868","2.8582","36.4045","2024-10-28 14:15:21","53"
"543","228544","9.6","15","8.2101","499.868","2.8582","53.536","2024-10-28 14:16:21","16"
"544","353740","11.8","19","16.4203","374.901","2.8582","47.1116","2024-10-28 14:17:26","20"
"545","228627","7.2","14","6.1576","249.934","0","42.8288","2024-10-28 14:18:26","12"
"546","354124","9.4","20","28.7355","499.868","0","109.213","2024-10-28 14:19:26","16"
"547","225629","8.3","21","24.6304","499.868","2.8582","62.1017","2024-10-28 15:00:01","14"
"548","225567","25.8","62","36.9456","499.868","2.8582","47.1116","2024-10-28 15:01:01","54"
"549","228544","9.3","14","10.2627","499.868","2.8582","55.6774","2024-10-28 15:02:07","16"
"550","353740","11.6","19","36.9456","374.901","2.8582","47.1116","2024-10-28 15:03:08","19"
"551","228627","7.2","14","6.1576","249.934","0","47.1116","2024-10-28 15:04:09","12"
"552","354124","9.6","21","18.4728","499.868","0","117.779","2024-10-28 15:05:10","16"
"553","225567","25.8","62","36.9456","499.868","2.8582","47.1116","2024-10-28 15:15:36","54"
"554","228544","9.3","14","10.2627","499.868","2.8582","55.6774","2024-10-28 15:16:37","16"
"555","353740","11.6","19","36.9456","374.901","2.8582","47.1116","2024-10-28 15:17:37","19"
"556","228627","7.2","14","6.1576","249.934","0","47.1116","2024-10-28 15:18:42","12"
"557","354124","9.6","21","18.4728","499.868","0","117.779","2024-10-28 15:19:42","16"
"558","225629","8.5","21","24.6304","499.868","2.8582","77.0918","2024-10-28 16:00:01","14"
"559","225567","25.9","62","43.1032","624.835","2.8582","59.9603","2024-10-28 16:01:01","54"
"560","228544","8.6","13","8.2101","499.868","2.8582","57.8188","2024-10-28 16:02:02","14"
"561","353740","11.3","18","34.8931","374.901","2.8582","49.2531","2024-10-28 16:03:08","19"
"562","228627","7.2","14","4.1051","249.934","0","51.3945","2024-10-28 16:04:09","12"
"563","354124","9.8","21","18.4728","499.868","0","126.345","2024-10-28 16:05:10","16"
"564","225567","25.9","62","43.1032","624.835","2.8582","59.9603","2024-10-28 16:15:29","54"
"565","228544","8.6","13","8.2101","499.868","2.8582","57.8188","2024-10-28 16:16:34","14"
"566","353740","11.3","18","34.8931","374.901","2.8582","49.2531","2024-10-28 16:17:34","19"
"567","228627","7.2","14","4.1051","249.934","0","51.3945","2024-10-28 16:18:34","12"
"568","354124","9.8","21","18.4728","499.868","0","126.345","2024-10-28 16:19:34","16"
"569","225629","8.6","21","26.6829","499.868","2.8582","83.5161","2024-10-28 17:00:00","14"
"570","225567","26","62","45.1558","624.835","2.8582","70.6675","2024-10-28 17:01:02","55"
"571","228544","8.3","13","10.2627","499.868","2.8582","59.9603","2024-10-28 17:02:02","14"
"572","353740","11","18","34.8931","374.901","2.8582","49.2531","2024-10-28 17:03:08","18"
"573","228627","7.2","14","4.1051","124.967","0","53.536","2024-10-28 17:04:09","12"
"574","354124","9.8","21","14.3677","374.901","0","134.911","2024-10-28 17:05:10","16"
"575","225629","8.9","21","36.9456","499.868","2.8582","96.3647","2024-10-28 18:00:00","15"
"576","225567","26","62","45.1558","624.835","2.8582","70.6675","2024-10-28 18:01:01","55"
"577","228544","8.3","13","10.2627","499.868","2.8582","59.9603","2024-10-28 18:02:02","14"
"578","353740","11","18","34.8931","374.901","2.8582","49.2531","2024-10-28 18:03:03","18"
"579","228627","7.2","14","4.1051","124.967","0","53.536","2024-10-28 18:04:04","12"
"580","354124","9.8","21","14.3677","374.901","0","134.911","2024-10-28 18:05:05","16"
"581","225629","9.3","21","47.2083","499.868","2.8582","100.648","2024-10-28 19:00:00","16"
"582","225567","26","63","36.9456","499.868","2.8582","74.9503","2024-10-28 19:01:01","55"
"583","228544","6.9","11","16.4203","499.868","2.8582","59.9603","2024-10-28 19:02:02","12"
"584","353740","10.5","18","61.576","499.868","2.8582","49.2531","2024-10-28 19:03:03","17"
"585","228627","7.1","14","6.1576","124.967","0","55.6774","2024-10-28 19:04:04","12"
"586","354124","10.1","22","36.9456","374.901","0","128.486","2024-10-28 19:05:05","17"
"587","225629","9.4","21","59.5235","499.868","2.8582","98.5062","2024-10-28 20:00:01","16"
"588","225567","26","63","36.9456","499.868","2.8582","74.9503","2024-10-28 20:01:01","55"
"589","228544","6.9","11","16.4203","499.868","2.8582","59.9603","2024-10-28 20:02:02","12"
"590","353740","10.5","18","61.576","499.868","2.8582","49.2531","2024-10-28 20:03:03","17"
"591","228627","7.1","14","6.1576","124.967","0","55.6774","2024-10-28 20:04:04","12"
"592","354124","10.1","22","36.9456","374.901","0","128.486","2024-10-28 20:05:05","17"
"593","225629","9.6","21","38.9981","499.868","2.8582","96.3647","2024-10-28 21:00:00","16"
"594","225567","25.8","63","26.6829","499.868","0","72.8089","2024-10-28 21:01:01","54"
"595","228544","6.1","11","10.2627","499.868","2.8582","57.8188","2024-10-28 21:02:02","10"
"596","353740","10.2","17","32.8405","499.868","0","38.5459","2024-10-28 21:03:03","17"
"597","228627","7.2","14","18.4728","124.967","0","51.3945","2024-10-28 21:04:04","12"
"598","354124","10.8","23","38.9981","499.868","0","109.213","2024-10-28 21:05:05","18"
"599","225629","9.7","21","41.0507","624.835","2.8582","87.799","2024-10-28 22:00:00","16"
"600","225567","25.8","63","26.6829","499.868","0","72.8089","2024-10-28 22:01:01","54"
"601","228544","6.1","11","10.2627","499.868","2.8582","57.8188","2024-10-28 22:02:02","10"
"602","353740","10.2","17","32.8405","499.868","0","38.5459","2024-10-28 22:03:03","17"
"603","228627","7.2","14","18.4728","124.967","0","51.3945","2024-10-28 22:04:04","12"
"604","354124","10.8","23","38.9981","499.868","0","109.213","2024-10-28 22:05:05","18"
"605","225567","25.8","63","26.6829","499.868","0","72.8089","2024-10-28 22:15:12","54"
"606","228544","6.1","11","10.2627","499.868","2.8582","57.8188","2024-10-28 22:16:12","10"
"607","353740","10.2","17","32.8405","499.868","0","38.5459","2024-10-28 22:17:12","17"
"608","228627","7.2","14","18.4728","124.967","0","51.3945","2024-10-28 22:18:12","12"
"609","354124","10.8","23","38.9981","499.868","0","109.213","2024-10-28 22:19:12","18"
"610","225629","10","22","51.3134","624.835","2.8582","74.9503","2024-10-28 23:00:01","17"
"611","225567","26.2","64","30.788","624.835","0","59.9603","2024-10-28 23:01:02","55"
"612","228544","5.6","10","10.2627","499.868","2.8582","51.3945","2024-10-28 23:02:02","9"
"613","353740","9.7","17","41.0507","624.835","0","23.5558","2024-10-28 23:03:03","16"
"614","228627","7.3","14","16.4203","124.967","0","44.9702","2024-10-28 23:04:04","12"
"615","354124","11.1","24","26.6829","624.835","0","72.8089","2024-10-28 23:05:05","19"
"616","225629","10.5","23","47.2083","624.835","2.8582","59.9603","2024-10-29 00:00:21","17"
"617","225567","26.5","64","30.788","499.868","0","51.3945","2024-10-29 00:01:26","57"
"618","228544","5.3","10","6.1576","499.868","2.8582","49.2531","2024-10-29 00:02:32","9"
"619","353740","9.3","17","26.6829","624.835","0","17.1315","2024-10-29 00:03:34","16"
"620","228627","7.3","14","12.3152","249.934","0","40.6873","2024-10-29 00:04:35","12"
"621","354124","11.2","24","24.6304","624.835","0","57.8188","2024-10-29 00:05:36","19"
"622","225629","10.9","23","53.3659","624.835","2.8582","53.536","2024-10-29 01:00:01","18"
"623","225567","26.4","64","30.788","499.868","0","42.8288","2024-10-29 01:01:01","56"
"624","228544","5.1","10","6.1576","499.868","2.8582","47.1116","2024-10-29 01:02:02","8"
"625","353740","8.8","17","20.5253","624.835","0","10.7072","2024-10-29 01:03:03","15"
"626","228627","7.2","14","14.3677","249.934","0","38.5459","2024-10-29 01:04:04","12"
"627","354124","11.3","25","18.4728","624.835","0","55.6774","2024-10-29 01:05:05","19"
"628","225629","11.2","24","34.8931","624.835","2.8582","44.9702","2024-10-29 02:00:01","19"
"629","225567","26.4","64","24.6304","499.868","0","36.4045","2024-10-29 02:01:03","56"
"630","228544","4.9","10","8.2101","499.868","2.8582","44.9702","2024-10-29 02:02:04","8"
"631","353740","8.4","17","18.4728","624.835","0","10.7072","2024-10-29 02:03:05","14"
"632","228627","7.1","14","8.2101","249.934","0","36.4045","2024-10-29 02:04:06","12"
"633","354124","11.4","25","14.3677","624.835","0","51.3945","2024-10-29 02:05:06","19"
"634","225567","26.4","64","24.6304","499.868","0","36.4045","2024-10-29 02:15:14","56"
"635","228544","4.9","10","8.2101","499.868","2.8582","44.9702","2024-10-29 02:16:15","8"
"636","353740","8.4","17","18.4728","624.835","0","10.7072","2024-10-29 02:17:15","14"
"637","228627","7.1","14","8.2101","249.934","0","36.4045","2024-10-29 02:18:15","12"
"638","354124","11.4","25","14.3677","624.835","0","51.3945","2024-10-29 02:19:15","19"
"639","225629","11.4","24","24.6304","624.835","0","40.6873","2024-10-29 03:00:01","19"
"640","225567","26.4","64","24.6304","499.868","0","36.4045","2024-10-29 03:01:02","56"
"641","228544","4.9","10","8.2101","499.868","2.8582","44.9702","2024-10-29 03:02:03","8"
"642","353740","8.4","17","18.4728","624.835","0","10.7072","2024-10-29 03:03:04","14"
"643","228627","7.1","14","8.2101","249.934","0","36.4045","2024-10-29 03:04:05","12"
"644","354124","11.4","25","14.3677","624.835","0","51.3945","2024-10-29 03:05:06","19"
"645","225629","11.4","24","24.6304","624.835","0","40.6873","2024-10-29 04:00:01","19"
"646","225567","26.4","64","24.6304","499.868","0","36.4045","2024-10-29 04:01:02","56"
"647","228544","4.9","10","8.2101","499.868","2.8582","44.9702","2024-10-29 04:02:02","8"
"648","353740","8.4","17","18.4728","624.835","0","10.7072","2024-10-29 04:03:03","14"
"649","228627","7.1","14","8.2101","249.934","0","36.4045","2024-10-29 04:04:04","12"
"650","354124","11.4","25","14.3677","624.835","0","51.3945","2024-10-29 04:05:05","19"
"651","225629","11.7","25","18.4728","499.868","2.8582","38.5459","2024-10-29 05:00:00","19"
"652","225567","26.4","64","24.6304","499.868","0","36.4045","2024-10-29 05:01:01","56"
"653","228544","4.9","10","8.2101","499.868","2.8582","44.9702","2024-10-29 05:02:02","8"
"654","353740","8.4","17","18.4728","624.835","0","10.7072","2024-10-29 05:03:03","14"
"655","228627","7.1","14","8.2101","249.934","0","36.4045","2024-10-29 05:04:04","12"
"656","354124","11.4","25","14.3677","624.835","0","51.3945","2024-10-29 05:05:05","19"
"657","225629","11.6","25","24.6304","499.868","2.8582","36.4045","2024-10-29 06:00:01","19"
"658","225567","26.3","63","16.4203","499.868","0","25.6973","2024-10-29 06:01:02","56"
"659","228544","4.7","10","4.1051","499.868","2.8582","40.6873","2024-10-29 06:02:02","8"
"660","353740","8.3","19","8.2101","499.868","0","6.4243","2024-10-29 06:03:03","14"
"661","228627","7.6","14","8.2101","249.934","0","27.8387","2024-10-29 06:04:04","13"
"662","354124","12.2","26","14.3677","374.901","0","42.8288","2024-10-29 06:05:05","20"
"663","225629","11.3","25","38.9981","624.835","0","34.263","2024-10-29 07:00:00","19"
"664","225567","26.1","62","22.5779","499.868","0","25.6973","2024-10-29 07:01:02","55"
"665","228544","4.8","10","8.2101","499.868","2.8582","38.5459","2024-10-29 07:02:02","8"
"666","353740","8.3","19","8.2101","374.901","0","6.4243","2024-10-29 07:03:03","14"
"667","228627","7.6","15","10.2627","374.901","0","27.8387","2024-10-29 07:04:04","13"
"668","354124","12.5","27","24.6304","374.901","0","42.8288","2024-10-29 07:05:05","21"
"669","225567","26.1","62","22.5779","499.868","0","25.6973","2024-10-29 07:15:13","55"
"670","228544","4.8","10","8.2101","499.868","2.8582","38.5459","2024-10-29 07:16:13","8"
"671","353740","8.3","19","8.2101","374.901","0","6.4243","2024-10-29 07:17:14","14"
"672","228627","7.6","15","10.2627","374.901","0","27.8387","2024-10-29 07:18:14","13"
"673","354124","12.5","27","24.6304","374.901","0","42.8288","2024-10-29 07:19:14","21"
"674","225629","11.3","25","49.2608","624.835","0","32.1216","2024-10-29 08:00:00","19"
"675","225567","25.8","62","24.6304","499.868","2.8582","25.6973","2024-10-29 08:01:01","54"
"676","228544","4.8","10","12.3152","499.868","2.8582","36.4045","2024-10-29 08:02:02","8"
"677","353740","8.3","21","20.5253","374.901","0","6.4243","2024-10-29 08:03:03","14"
"678","228627","7.7","15","10.2627","374.901","2.8582","27.8387","2024-10-29 08:04:04","13"
"679","354124","12.7","28","20.5253","374.901","0","42.8288","2024-10-29 08:05:05","21"
"680","225567","25.8","62","24.6304","499.868","2.8582","25.6973","2024-10-29 08:15:12","54"
"681","228544","4.8","10","12.3152","499.868","2.8582","36.4045","2024-10-29 08:16:12","8"
"682","353740","8.3","21","20.5253","374.901","0","6.4243","2024-10-29 08:17:12","14"
"683","228627","7.7","15","10.2627","374.901","2.8582","27.8387","2024-10-29 08:18:17","13"
"684","354124","12.7","28","20.5253","374.901","0","42.8288","2024-10-29 08:19:17","21"
"685","225629","11.3","26","43.1032","624.835","2.8582","34.263","2024-10-29 09:00:00","19"
"686","225567","25.6","61","36.9456","499.868","2.8582","23.5558","2024-10-29 09:01:06","53"
"687","228544","5.1","10","14.3677","499.868","2.8582","36.4045","2024-10-29 09:02:07","8"
"688","353740","8.5","21","20.5253","374.901","0","8.5658","2024-10-29 09:03:08","14"
