"measurement_id","location_id","pm25","pm10","no2","co","so2","o3","recorded_at","AQI"
"689","228627","7.9","15","16.4203","374.901","2.8582","27.8387","2024-10-29 09:04:14","13"
"690","354124","12.8","28","16.4203","374.901","0","42.8288","2024-10-29 09:05:15","21"
"691","225629","11.4","26","26.6829","624.835","2.8582","34.263","2024-10-29 10:00:05","19"
"692","225567","25.9","61","36.9456","499.868","2.8582","23.5558","2024-10-29 10:01:12","54"
"693","228544","5.3","11","10.2627","499.868","2.8582","36.4045","2024-10-29 10:02:12","9"
"694","353740","8.9","22","16.4203","374.901","0","10.7072","2024-10-29 10:03:18","15"
"695","228627","8.1","15","12.3152","374.901","2.8582","29.9801","2024-10-29 10:04:19","14"
"696","354124","12.8","28","16.4203","374.901","0","42.8288","2024-10-29 10:05:20","21"
"697","225629","11.4","26","28.7355","624.835","2.8582","36.4045","2024-10-29 11:00:00","19"
"698","225567","25.8","61","36.9456","499.868","2.8582","25.6973","2024-10-29 11:01:01","54"
"699","228544","5.5","11","8.2101","499.868","2.8582","38.5459","2024-10-29 11:02:12","9"
"700","353740","9.2","23","18.4728","374.901","0","17.1315","2024-10-29 11:03:18","15"
"701","228627","8.3","16","4.1051","374.901","2.8582","34.263","2024-10-29 11:04:19","14"
"702","354124","12.7","28","18.4728","374.901","0","44.9702","2024-10-29 11:05:35","21"
"703","225629","11.5","26","24.6304","624.835","2.8582","42.8288","2024-10-29 12:00:01","19"
"704","225567","25.4","60","34.8931","499.868","2.8582","29.9801","2024-10-29 12:01:07","52"
"705","228544","5.6","11","8.2101","499.868","2.8582","42.8288","2024-10-29 12:02:08","9"
"706","353740","9.4","23","14.3677","374.901","2.8582","23.5558","2024-10-29 12:03:09","16"
"707","228627","8.6","16","2.0525","374.901","2.8582","38.5459","2024-10-29 12:04:09","14"
"708","354124","12.6","27","18.4728","374.901","0","49.2531","2024-10-29 12:05:10","21"
"709","225629","11.6","27","22.5779","624.835","2.8582","55.6774","2024-10-29 13:00:01","19"
"710","225567","25.3","60","34.8931","499.868","2.8582","34.263","2024-10-29 13:01:02","52"
"711","228544","5.7","11","8.2101","499.868","2.8582","44.9702","2024-10-29 13:02:08","9"
"712","353740","9.4","23","16.4203","374.901","2.8582","32.1216","2024-10-29 13:03:09","16"
"713","228627","8.8","16","6.1576","374.901","2.8582","44.9702","2024-10-29 13:04:10","15"
"714","354124","12.3","27","4.1051","374.901","0","57.8188","2024-10-29 13:05:21","21"
"715","225629","11.7","27","20.5253","624.835","2.8582","70.6675","2024-10-29 14:00:01","19"
"716","225567","25.1","60","32.8405","499.868","2.8582","38.5459","2024-10-29 14:01:17","51"
"717","228544","5.8","11","6.1576","499.868","2.8582","49.2531","2024-10-29 14:02:18","10"
"718","353740","9.3","23","14.3677","374.901","2.8582","38.5459","2024-10-29 14:03:19","16"
"719","228627","9","17","6.1576","374.901","0","47.1116","2024-10-29 14:04:19","15"
"720","354124","11.9","26","2.0525","374.901","0","74.9503","2024-10-29 14:05:20","20"
"721","225629","11.9","27","20.5253","624.835","2.8582","85.6575","2024-10-29 15:00:00","20"
"722","225567","24.6","60","30.788","499.868","2.8582","44.9702","2024-10-29 15:01:06","49"
"723","228544","5.8","11","6.1576","499.868","2.8582","53.536","2024-10-29 15:02:12","10"
"724","353740","9.3","23","16.4203","374.901","2.8582","47.1116","2024-10-29 15:03:13","16"
"725","228627","9.1","17","10.2627","374.901","0","53.536","2024-10-29 15:04:14","15"
"726","354124","11.6","25","2.0525","374.901","0","87.799","2024-10-29 15:05:15","19"
"1024","225629","12.2","28","36.9456","624.835","2.8582","130.628","2024-10-29 17:15:30","20"
"1025","225567","24.5","59","28.7355","499.868","2.8582","53.536","2024-10-29 17:16:31","49"
"1026","228544","5.7","11","8.2101","499.868","2.8582","57.8188","2024-10-29 17:17:32","9"
"1027","353740","9.4","23","16.4203","374.901","2.8582","53.536","2024-10-29 17:18:33","16"
"1028","228627","9.3","17","6.1576","374.901","0","55.6774","2024-10-29 17:19:34","16"
"1029","354124","11.3","25","2.0525","374.901","0","96.3647","2024-10-29 17:20:35","19"
"1030","225629","12.2","28","36.9456","624.835","2.8582","130.628","2024-10-29 18:00:00","20"
"1031","225567","23.9","58","22.5779","499.868","2.8582","72.8089","2024-10-29 18:01:01","47"
"1032","228544","5.7","11","16.4203","499.868","2.8582","62.1017","2024-10-29 18:02:02","9"
"1033","353740","9.5","23","51.3134","374.901","2.8582","59.9603","2024-10-29 18:03:03","16"
"1034","228627","9.6","18","10.2627","249.934","0","62.1017","2024-10-29 18:04:04","16"
"1035","354124","11","24","8.2101","249.934","0","109.213","2024-10-29 18:05:05","18"
"1036","225629","12","29","34.8931","624.835","2.8582","143.476","2024-10-29 19:00:00","20"
"1037","225567","23.9","58","22.5779","499.868","2.8582","72.8089","2024-10-29 19:01:01","47"
"1038","228544","5.7","11","16.4203","499.868","2.8582","62.1017","2024-10-29 19:02:02","9"
"1039","353740","9.5","23","51.3134","374.901","2.8582","59.9603","2024-10-29 19:03:03","16"
"1040","228627","9.6","18","10.2627","249.934","0","62.1017","2024-10-29 19:04:04","16"
"1041","354124","11","24","8.2101","249.934","0","109.213","2024-10-29 19:05:05","18"
"1042","225629","12.4","29","55.4184","624.835","2.8582","143.476","2024-10-29 20:00:00","21"
"1043","225567","23.9","58","22.5779","499.868","2.8582","72.8089","2024-10-29 20:01:01","47"
"1044","228544","5.7","11","16.4203","499.868","2.8582","62.1017","2024-10-29 20:02:02","9"
"1045","353740","9.5","23","51.3134","374.901","2.8582","59.9603","2024-10-29 20:03:03","16"
"1046","228627","9.6","18","10.2627","249.934","0","62.1017","2024-10-29 20:04:04","16"
"1047","354124","11","24","8.2101","249.934","0","109.213","2024-10-29 20:05:05","18"
"1048","225629","12.9","29","55.4184","749.802","2.8582","137.052","2024-10-29 21:00:00","21"
"1049","225567","23.5","56","28.7355","499.868","2.8582","70.6675","2024-10-29 21:01:01","46"
"1050","228544","5.9","11","6.1576","499.868","2.8582","57.8188","2024-10-29 21:02:02","10"
"1051","353740","10.1","24","65.6811","749.802","2.8582","38.5459","2024-10-29 21:03:03","17"
"1052","228627","9.7","18","22.5779","249.934","0","51.3945","2024-10-29 21:04:04","16"
"1053","354124","9.6","21","47.2083","374.901","0","98.5062","2024-10-29 21:05:05","16"
"1054","225629","13.2","30","51.3134","749.802","2.8582","122.062","2024-10-29 22:00:00","22"
"1055","225567","23.5","56","28.7355","499.868","2.8582","70.6675","2024-10-29 22:01:01","46"
"1056","228544","5.9","11","6.1576","499.868","2.8582","57.8188","2024-10-29 22:02:02","10"
"1057","353740","10.1","24","65.6811","749.802","2.8582","38.5459","2024-10-29 22:03:03","17"
"1058","228627","9.7","18","22.5779","249.934","0","51.3945","2024-10-29 22:04:04","16"
"1059","354124","9.6","21","47.2083","374.901","0","98.5062","2024-10-29 22:05:05","16"
"1060","225629","13.7","30","49.2608","749.802","2.8582","111.355","2024-10-29 23:00:00","23"
"1061","225567","23.5","56","28.7355","499.868","2.8582","70.6675","2024-10-29 23:01:01","46"
"1062","228544","5.9","11","6.1576","499.868","2.8582","57.8188","2024-10-29 23:02:02","10"
"1063","353740","10.1","24","65.6811","749.802","2.8582","38.5459","2024-10-29 23:03:03","17"
"1064","228627","9.7","18","22.5779","249.934","0","51.3945","2024-10-29 23:04:04","16"
"1065","354124","9.6","21","47.2083","374.901","0","98.5062","2024-10-29 23:05:05","16"
"1066","225629","13.8","30","30.788","749.802","2.8582","107.072","2024-10-30 00:00:01","23"
"1067","225567","23.5","56","28.7355","499.868","2.8582","70.6675","2024-10-30 00:01:02","46"
"1068","228544","5.9","11","6.1576","499.868","2.8582","57.8188","2024-10-30 00:02:03","10"
"1069","353740","10.1","24","65.6811","749.802","2.8582","38.5459","2024-10-30 00:03:03","17"
"1070","228627","9.7","18","22.5779","249.934","0","51.3945","2024-10-30 00:04:04","16"
"1071","354124","9.6","21","47.2083","374.901","0","98.5062","2024-10-30 00:05:05","16"
"1072","225629","13.7","30","18.4728","749.802","2.8582","98.5062","2024-10-30 01:00:00","23"
"1073","225567","21.5","52","14.3677","499.868","2.8582","68.526","2024-10-30 01:01:01","42"
"1074","228544","5.7","11","4.1051","499.868","2.8582","55.6774","2024-10-30 01:02:02","9"
"1075","353740","11.7","26","24.6304","874.769","0","10.7072","2024-10-30 01:03:03","19"
"1076","228627","10.3","19","18.4728","374.901","0","38.5459","2024-10-30 01:04:04","17"
"1077","354124","8.6","19","28.7355","499.868","0","59.9603","2024-10-30 01:05:05","14"
"1078","225629","13.5","29","16.4203","749.802","2.8582","87.799","2024-10-30 02:00:01","22"
"1079","225567","21.5","52","14.3677","499.868","2.8582","68.526","2024-10-30 02:01:01","42"
"1080","228544","5.7","11","4.1051","499.868","2.8582","55.6774","2024-10-30 02:02:02","9"
"1081","353740","11.7","26","24.6304","874.769","0","10.7072","2024-10-30 02:03:03","19"
"1082","228627","10.3","19","18.4728","374.901","0","38.5459","2024-10-30 02:04:04","17"
"1083","354124","8.6","19","28.7355","499.868","0","59.9603","2024-10-30 02:05:05","14"
"1084","225629","13.2","29","20.5253","624.835","2.8582","79.2332","2024-10-30 03:00:00","22"
"1085","225567","21.5","52","14.3677","499.868","2.8582","68.526","2024-10-30 03:01:01","42"
"1086","228544","5.7","11","4.1051","499.868","2.8582","55.6774","2024-10-30 03:02:02","9"
"1087","353740","11.7","26","24.6304","874.769","0","10.7072","2024-10-30 03:03:03","19"
"1088","228627","10.3","19","18.4728","374.901","0","38.5459","2024-10-30 03:04:04","17"
"1089","354124","8.6","19","28.7355","499.868","0","59.9603","2024-10-30 03:05:05","14"
"1090","225629","13.2","29","20.5253","624.835","2.8582","79.2332","2024-10-30 04:00:00","22"
"1091","225567","21.5","52","14.3677","499.868","2.8582","68.526","2024-10-30 04:01:01","42"
"1092","228544","5.7","11","4.1051","499.868","2.8582","55.6774","2024-10-30 04:02:02","9"
"1093","353740","11.7","26","24.6304","874.769","0","10.7072","2024-10-30 04:03:03","19"
"1094","228627","10.3","19","18.4728","374.901","0","38.5459","2024-10-30 04:04:04","17"
"1095","354124","8.6","19","28.7355","499.868","0","59.9603","2024-10-30 04:05:04","14"
"1096","225567","21.5","52","14.3677","499.868","2.8582","68.526","2024-10-30 04:15:11","42"
"1097","228544","5.7","11","4.1051","499.868","2.8582","55.6774","2024-10-30 04:16:11","9"
"1098","353740","11.7","26","24.6304","874.769","0","10.7072","2024-10-30 04:17:11","19"
"1099","228627","10.3","19","18.4728","374.901","0","38.5459","2024-10-30 04:18:11","17"
"1100","354124","8.6","19","28.7355","499.868","0","59.9603","2024-10-30 04:19:11","14"
"1101","225629","12.9","28","28.7355","499.868","2.8582","72.8089","2024-10-30 05:00:00","21"
"1102","225567","21.5","52","14.3677","499.868","2.8582","68.526","2024-10-30 05:01:01","42"
"1103","228544","5.7","11","4.1051","499.868","2.8582","55.6774","2024-10-30 05:02:02","9"
"1104","353740","11.7","26","24.6304","874.769","0","10.7072","2024-10-30 05:03:03","19"
"1105","228627","10.3","19","18.4728","374.901","0","38.5459","2024-10-30 05:04:04","17"
"1106","354124","8.6","19","28.7355","499.868","0","59.9603","2024-10-30 05:05:05","14"
"1107","225629","12.8","28","34.8931","499.868","2.8582","68.526","2024-10-30 06:00:01","21"
"1108","225567","21.5","52","14.3677","499.868","2.8582","68.526","2024-10-30 06:01:06","42"
"1109","353740","11.7","26","24.6304","874.769","0","10.7072","2024-10-30 06:03:27","19"
"1110","228627","10.3","19","18.4728","374.901","0","38.5459","2024-10-30 06:04:28","17"
"1111","225629","12.7","27","53.3659","499.868","2.8582","64.2432","2024-10-30 07:00:00","21"
"1112","225567","20.7","50","18.4728","499.868","0","44.9702","2024-10-30 07:01:01","40"
"1113","228544","6.1","10","10.2627","499.868","2.8582","32.1216","2024-10-30 07:02:02","10"
"1114","353740","13.5","27","12.3152","374.901","0","21.4144","2024-10-30 07:03:03","22"
"1115","228627","11.4","21","8.2101","624.835","0","25.6973","2024-10-30 07:04:04","19"
"1116","354124","7.9","17","14.3677","374.901","0","34.263","2024-10-30 07:05:05","13"
"1117","225629","12.8","27","63.6286","499.868","2.8582","55.6774","2024-10-30 08:00:01","21"
"1118","225567","20.8","50","26.6829","499.868","0","38.5459","2024-10-30 08:01:01","40"
"1119","228544","6.2","11","14.3677","624.835","2.8582","25.6973","2024-10-30 08:02:02","10"
"1120","353740","13.6","27","16.4203","374.901","0","21.4144","2024-10-30 08:03:03","23"
"1121","228627","11.7","21","8.2101","624.835","0","25.6973","2024-10-30 08:04:04","19"
"1122","354124","7.7","17","18.4728","374.901","0","32.1216","2024-10-30 08:05:04","13"
"1123","225629","12.7","26","67.7336","499.868","2.8582","47.1116","2024-10-30 09:00:02","21"
"1124","225567","20.7","50","24.6304","499.868","2.8582","36.4045","2024-10-30 09:01:02","40"
"1125","228544","6.4","11","8.2101","624.835","2.8582","23.5558","2024-10-30 09:02:03","11"
"1126","353740","13.5","27","18.4728","374.901","0","17.1315","2024-10-30 09:03:04","22"
"1127","228627","11.7","21","10.2627","624.835","0","25.6973","2024-10-30 09:04:05","19"
"1128","354124","7.6","17","26.6829","374.901","0","32.1216","2024-10-30 09:05:06","13"
"1129","225629","12.7","26","65.6811","624.835","2.8582","38.5459","2024-10-30 10:00:01","21"
"1130","225567","20.4","49","41.0507","499.868","2.8582","29.9801","2024-10-30 10:01:02","39"
"1131","228544","6.4","11","10.2627","624.835","2.8582","27.8387","2024-10-30 10:02:02","11"
"1132","353740","13.6","27","16.4203","374.901","0","17.1315","2024-10-30 10:03:03","23"
"1133","228627","11.8","22","6.1576","624.835","0","27.8387","2024-10-30 10:04:04","20"
"1134","354124","7.7","17","18.4728","374.901","0","32.1216","2024-10-30 10:05:05","13"
"1135","225629","12.8","26","63.6286","624.835","2.8582","34.263","2024-10-30 11:00:00","21"
"1136","225567","20.4","49","41.0507","499.868","2.8582","29.9801","2024-10-30 11:01:01","39"
"1137","228544","6.5","11","6.1576","624.835","2.8582","32.1216","2024-10-30 11:02:02","11"
"1138","353740","13.4","27","14.3677","374.901","0","19.2729","2024-10-30 11:03:03","22"
"1139","228627","11.9","22","4.1051","499.868","2.8582","32.1216","2024-10-30 11:04:04","20"
"1140","354124","7.7","17","6.1576","374.901","0","34.263","2024-10-30 11:05:05","13"
"1141","225629","12.9","26","43.1032","624.835","2.8582","38.5459","2024-10-30 12:00:01","21"
"1142","225567","20.6","49","32.8405","499.868","2.8582","27.8387","2024-10-30 12:01:02","39"
"1143","228544","6.6","11","6.1576","499.868","2.8582","38.5459","2024-10-30 12:02:02","11"
"1144","353740","13.2","27","18.4728","374.901","0","23.5558","2024-10-30 12:03:08","22"
"1145","228627","12.3","22","4.1051","499.868","2.8582","36.4045","2024-10-30 12:04:09","21"
"1146","354124","7.8","17","4.1051","374.901","0","40.6873","2024-10-30 12:05:10","13"
"1147","225629","13.1","27","41.0507","624.835","2.8582","49.2531","2024-10-30 13:00:01","22"
"1148","225567","20.6","49","30.788","499.868","2.8582","32.1216","2024-10-30 13:01:01","39"
"1149","228544","6.6","11","6.1576","499.868","2.8582","44.9702","2024-10-30 13:02:02","11"
"1150","353740","13.1","27","16.4203","374.901","2.8582","29.9801","2024-10-30 13:03:03","22"
"1151","228627","12.1","22","4.1051","374.901","2.8582","40.6873","2024-10-30 13:04:04","20"
"1152","354124","7.9","17","2.0525","374.901","0","44.9702","2024-10-30 13:05:05","13"
"1153","225629","13.3","27","41.0507","749.802","2.8582","66.3846","2024-10-30 14:00:01","22"
"1154","225567","20.7","49","28.7355","499.868","2.8582","38.5459","2024-10-30 14:01:03","40"
"1155","228544","6.6","11","4.1051","499.868","2.8582","49.2531","2024-10-30 14:02:09","11"
"1156","353740","13.2","27","16.4203","374.901","2.8582","34.263","2024-10-30 14:03:10","22"
"1157","228627","12","22","6.1576","374.901","2.8582","47.1116","2024-10-30 14:04:11","20"
"1158","354124","7.9","17","2.0525","374.901","0","49.2531","2024-10-30 14:05:12","13"
"1159","225629","13.6","27","41.0507","749.802","2.8582","74.9503","2024-10-30 15:00:01","23"
"1160","225567","20.9","48","28.7355","624.835","2.8582","44.9702","2024-10-30 15:01:01","40"
"1161","228544","6.4","11","6.1576","499.868","2.8582","55.6774","2024-10-30 15:02:02","11"
"1162","353740","13.4","27","16.4203","374.901","0","40.6873","2024-10-30 15:03:03","22"
"1163","228627","11.9","22","6.1576","249.934","2.8582","49.2531","2024-10-30 15:04:04","20"
"1164","354124","7.9","17","2.0525","374.901","0","51.3945","2024-10-30 15:05:05","13"
"1165","225629","14","28","34.8931","624.835","2.8582","92.0819","2024-10-30 16:00:00","23"
"1166","225567","20.8","48","32.8405","624.835","2.8582","53.536","2024-10-30 16:01:01","40"
"1167","228544","6.3","11","6.1576","499.868","2.8582","64.2432","2024-10-30 16:02:02","11"
"1168","353740","13.6","27","12.3152","374.901","0","47.1116","2024-10-30 16:03:03","23"
"1169","228627","11.8","22","4.1051","249.934","2.8582","55.6774","2024-10-30 16:04:04","20"
"1170","354124","8.1","18","2.0525","374.901","0","59.9603","2024-10-30 16:05:05","14"
"1171","225629","14.3","28","43.1032","624.835","2.8582","111.355","2024-10-30 17:00:01","24"
"1172","225567","21","48","65.6811","624.835","2.8582","57.8188","2024-10-30 17:01:02","40"
"1173","228544","6.8","11","4.1051","499.868","2.8582","68.526","2024-10-30 17:02:02","11"
"1174","353740","13.6","27","22.5779","374.901","2.8582","53.536","2024-10-30 17:03:03","23"
"1175","228627","11.8","22","4.1051","124.967","2.8582","62.1017","2024-10-30 17:04:04","20"
"1176","354124","8.2","18","2.0525","249.934","0","70.6675","2024-10-30 17:05:05","14"
"1177","225629","14.5","28","51.3134","624.835","2.8582","126.345","2024-10-30 18:00:07","24"
"1178","225567","20.9","48","53.3659","624.835","2.8582","64.2432","2024-10-30 18:01:08","40"
"1179","228544","6.8","11","8.2101","499.868","2.8582","68.526","2024-10-30 18:02:08","11"
"1180","353740","13.7","27","34.8931","374.901","2.8582","55.6774","2024-10-30 18:03:09","23"
"1181","228627","11.8","22","4.1051","124.967","2.8582","64.2432","2024-10-30 18:04:10","20"
"1182","354124","8.3","18","2.0525","249.934","0","79.2332","2024-10-30 18:05:10","14"
"1183","225629","14.9","27","43.1032","499.868","2.8582","132.769","2024-10-30 19:00:00","25"
"1184","225567","20.9","48","53.3659","624.835","2.8582","64.2432","2024-10-30 19:01:01","40"
"1185","228544","6.8","11","8.2101","499.868","2.8582","68.526","2024-10-30 19:02:02","11"
"1186","353740","13.7","27","34.8931","374.901","2.8582","55.6774","2024-10-30 19:03:03","23"
"1187","228627","11.8","22","4.1051","124.967","2.8582","64.2432","2024-10-30 19:04:04","20"
"1188","354124","8.3","18","2.0525","249.934","0","79.2332","2024-10-30 19:05:05","14"
"1189","225629","14.6","27","49.2608","499.868","2.8582","130.628","2024-10-30 20:00:01","24"
"1190","225567","22","49","32.8405","749.802","2.8582","64.2432","2024-10-30 20:01:02","43"
"1191","228544","6.6","11","10.2627","499.868","2.8582","66.3846","2024-10-30 20:02:03","11"
"1192","353740","13.5","26","55.4184","499.868","2.8582","49.2531","2024-10-30 20:03:03","22"
"1193","228627","11.8","22","12.3152","124.967","0","64.2432","2024-10-30 20:04:04","20"
"1194","354124","8.5","19","49.2608","374.901","0","79.2332","2024-10-30 20:05:05","14"
"1195","225629","14.1","27","67.7336","624.835","2.8582","117.779","2024-10-30 21:00:02","24"
"1196","225567","22.3","49","32.8405","749.802","2.8582","59.9603","2024-10-30 21:01:03","43"
"1197","228544","6.5","11","10.2627","499.868","2.8582","64.2432","2024-10-30 21:02:16","11"
"1198","353740","13.4","26","45.1558","499.868","2.8582","44.9702","2024-10-30 21:03:17","22"
"1199","228627","11.7","22","18.4728","124.967","0","59.9603","2024-10-30 21:04:18","19"
"1200","354124","8.7","19","36.9456","374.901","0","74.9503","2024-10-30 21:05:29","14"
"1201","225629","13.8","26","51.3134","624.835","2.8582","100.648","2024-10-30 22:00:23","23"
"1202","225567","22.4","49","30.788","749.802","2.8582","55.6774","2024-10-30 22:01:32","44"
"1203","228544","6.4","11","10.2627","499.868","2.8582","59.9603","2024-10-30 22:02:36","11"
"1204","353740","13.1","25","43.1032","499.868","0","36.4045","2024-10-30 22:03:38","22"
"1205","228627","11.5","21","16.4203","124.967","0","55.6774","2024-10-30 22:04:45","19"
"1206","354124","9","20","28.7355","374.901","0","72.8089","2024-10-30 22:05:54","15"
"1207","225629","14.1","31","65.5211","624.835","2.8582","38.2459","2024-10-30 23:00:01","24"
"1208","225567","22.5","51","41.0107","499.868","2.8582","29.9401","2024-10-30 23:01:02","44"
"1209","228544","6.6","11","10.2627","624.845","2.8582","27.8387","2024-10-30 23:02:03","11"
"1210","353740","12.8","25","16.4203","374.921","0","17.1315","2024-10-30 23:03:03","21"
"1211","228627","10.7","21","6.1576","624.835","0","27.3387","2024-10-30 23:04:04","18"
"1212","354124","9.4","20","18.4228","374.901","0","32.1216","2024-10-30 23:05:05","16"
